Ticker,Name,Industry,Stock Price,Book value per Share,Cash per Share,Dividend per Share,EPS (Basic),Revenue per Share,Shareholders Equity per Share
PLUG,"Plug Power, Inc.",Electrical Equipment & Parts,26.6,4.1348,3.698,0,-1.68,-0.2628,4.1348
ELS,"Equity Lifestyle Properties, Inc.",Reit Residential,82.66,6.7802,0.1319,1.4117,1.25,6.2802,6.7802
SBNY,Signature Bank,Banks Regional,263.13,109.9434,232.9874,2.2656,9.96,30.2075,109.9434
CNP,"CenterPoint Energy, Inc.",Utilities Regulated Electric,25.62,15.7213,1.9548,0.7382,-1.79,13.9699,15.7213
CAH,"Cardinal Health, Inc.",Medical Distribution,51.74,6.1336,11.6678,1.9623,2.08,556.4349,6.1336
FTCH,Farfetch Limited,Internet Retail,41.81,-5.3634,4.5727,0.0596,-9.74,4.8663,-5.3634
SQM,Sociedad Quimica y Minera S.A.,Chemicals,51.58,8.2169,1.9344,0.8435,0.63,6.9046,8.2169
STLD,"Steel Dynamics, Inc.",Steel,70.91,20.5924,6.4882,0.9917,2.59,45.5024,20.5924
L,Loews Corporation,Insurance Property & Casualty,56.53,63.7857,1.7071,0.6036,-3.32,49.2643,63.7857
OTEX,Open Text Corporation,Software Application,54.48,15.042,5.8977,0.773,1.14,12.4246,15.042
ZEN,"Zendesk, Inc.",Software Application,124.69,3.7565,8.4609,0,-1.89,8.9391,3.7565
RH,RH,Specialty Retail,706.54,22.35,5.15,0,9.96,142.45,22.35
CPT,Camden Property Trust,Reit Residential,146.76,34.798,4.2929,3.3673,1.24,10.7879,34.798
SJR,Shaw Communications Inc.,Telecom Services,29.32,9.2629,1.1339,0.8297,1.0103,8.0354,9.2629
CCK,"Crown Holdings, Inc.",Packaging & Containers,109.28,16.403,9.2313,0.6493,4.3,86.2761,16.403
NMR,Nomura Holdings Inc ADR,Capital Markets,4.83,7.9591,11.1967,0.2349,0.4523,4.7672,7.9591
IPG,"Interpublic Group of Companies, Inc. (The)",Advertising Agencies,36.84,7.4422,6.4499,1.0234,0.89,23.2931,7.4422
PWR,"Quanta Services, Inc.",Engineering & Construction,103.35,30.8085,1.3191,0.2049,3.07,79.4539,30.8085
PCTY,Paylocity Holding Corporation,Software Application,264.9,8.7816,3.8109,0,1.3,11.702,8.7816
DISCA,"Discovery, Inc.",Entertainment,28.28,20.5176,4.6863,0.498,1.8,20.8627,20.5176
AGL,"Agilon Health, Inc.",Medical Care Facilities,36.83,-0.8803,0.4179,0,-0.16,3.7665,-0.8803
PHM,"PulteGroup, Inc.",Residential Construction,54.88,24.4238,9.7844,0.4839,5.18,41.026,24.4238
BZ,KANZHUN LIMITED Sponsored ADR,Staffing & Employment Services,35.26,1.2733,1.703,0,,0.6919,1.2733
TME,Tencent Music Entertainment Group Sponsored ADR,Internet Content & Information,8.58,4.8214,2.4013,0,0.18,2.5492,4.8214
HTHT,Huazhu Group Limited,Lodging,46.03,0.5919,0.5743,0.0359,-0.1083,0.5048,0.5919
CFLT,"Confluent, Inc.",Other,55,1.0635,1.1434,0,-0.91,0.9374,1.0635
PKG,Packaging Corporation of America,Packaging & Containers,151.39,34.4984,11.4793,3.1838,4.86,70.7566,34.4984
AEM,Agnico Eagle Mines Limited,Gold,58.57,23.4835,1.6777,0.7862,2.12,12.9669,23.4835
FDS,FactSet Research Systems Inc.,Financial Data & Stock Exchanges,376.58,23.5789,15.9211,2.9063,9.65,39.3158,23.5789
WHR,Whirlpool Corporation,"Furnishings, Fixtures & Appliances",225.94,60.3016,46.5714,4.9365,17.08,308.7143,60.3016
HWM,Howmet Aerospace Inc.,Specialty Industrial Machinery,32.79,8.223,3.7034,0.0253,0.59,12.0897,8.223
WRB,W.R. Berkley Corporation,Insurance Property & Casualty,76.14,33.7487,12.6864,0.45,2.81,43.3102,33.7487
MHK,"Mohawk Industries, Inc.","Furnishings, Fixtures & Appliances",203.65,120.1972,18.8732,0,7.22,134.5352,120.1972
FBHS,"Fortune Brands Home & Security, Inc.","Furnishings, Fixtures & Appliances",101.74,19.9712,3.0216,0.977,3.95,43.8129,19.9712
FNF,"Fidelity National Financial, Inc.",Insurance Specialty,49.05,29.4049,9.5739,1.419,4.99,38.081,29.4049
VIV,Telefonica Brasil S.A.,Telecom Services,8.3,7.9288,0.6771,0.6041,0.5449,4.916,7.9288
ESTC,Elastic N.V.,Software Application,155.31,5.1697,4.6293,0,-1.48,6.9775,5.1697
NVCR,NovoCure Limited,Medical Instruments & Supplies,134.74,4.726,8.4612,0,0.18,4.8981,4.726
WPC,W.P. Carey Inc.,Reit Diversified,77.28,39.2971,1.4229,4.154,2.6,6.9086,39.2971
FANG,"Diamondback Energy, Inc.",Oil & Gas E&P,76.65,55.6582,0.6835,2.0823,-28.59,17.8038,55.6582
CLR,"Continental Resources, Inc.",Oil & Gas E&P,38.43,16.7293,0.174,0.051,-1.65,7.1851,16.7293
WRK,WestRock Company,Packaging & Containers,51.95,41.0463,0.9691,1.3394,-2.67,67.8726,41.0463
DVA,DaVita Inc.,Medical Care Facilities,130.81,11.5333,4.35,0,6.31,96.2583,11.5333
LDOS,"Leidos Holdings, Inc.",Information Technology Services,98.21,27.1972,4.838,1.3803,4.36,86.5986,27.1972
DISCK,"Discovery Communications, Inc.",Entertainment,27.15,20.5176,4.6863,0.498,1.8,20.8627,20.5176
WSM,"Williams-Sonoma, Inc.",Specialty Retail,183.86,21.4416,15.5844,2.0473,8.61,88.0909,21.4416
FUTU,Futu Holdings Limited Sponsored ADR,Capital Markets,96.47,8.2634,1.3271,0,0.16,3.2936,8.2634
LSPD,Lightspeed Commerce Inc.,Software Application,104.58,18.326,7.7194,0,-1.2374,2.2098,18.326
IEP,Icahn Enterprises L.P.,Conglomerates,54.38,19.1629,55.2217,0.1629,-7.33,30.1629,19.1629
PRTC,PureTech Health PLC Sponsored ADR,Biotechnology,47.57,2.2883,1.4141,0,0.02,0.0412,2.2883
HAS,"Hasbro, Inc.",Leisure,98.45,21.146,10.5839,2.7201,1.62,39.8686,21.146
NDSN,Nordson Corporation,Specialty Industrial Machinery,233.54,30.455,3.6064,1.5296,4.32,36.7246,30.455
APO,"Apollo Global Management, Inc.",Asset Management,58.65,6.2675,14.4035,6.5877,0.44,10.5658,6.2675
XRAY,DENTSPLY SIRONA Inc.,Medical Instruments & Supplies,62.09,22.6804,2,0.4018,-0.38,15.2603,22.6804
GME,GameStop Corp.,Specialty Retail,204.95,6.7231,9.5231,0.0046,-3.31,78.3077,6.7231
UHAL,Amerco,Rental & Leasing Services,673.74,242.6,60.05,2.451,31.15,227.45,242.6
NWSA,News Corporation,Broadcasting,22.74,13.9169,3.7898,0.2763,0.56,15.861,13.9169
ICLR,ICON PLC,Diagnostics & Research,253.71,34.9057,15.8868,0,6.29,52.7736,34.9057
CBOE,"Cboe Global Markets, Inc.",Financial Data & Stock Exchanges,125.4,30.7248,2.8716,1.5651,4.27,31.4404,30.7248
IRM,Iron Mountain Incorporated,Reit Specialty,46.37,3.9479,0.7118,2.4871,1.19,23.9618,3.9479
SJM,The J. M. Smucker Company,Packaged Foods,123.57,72.5446,2.9821,3.6,7.79,71.4554,72.5446
LNC,Lincoln National Corporation,Insurance Life,70.66,117.0052,8.8041,1.6031,2.57,89.6804,117.0052
EQH,"Equitable Holdings, Inc.",Insurance Diversified,31.49,34.6133,0,0,-1.56,27.5889,34.6133
BRKR,Bruker Corporation,Medical Devices,88.02,6.281,4.7843,0.1608,1.02,12.9935,6.281
ERJ,Embraer-Empresa Brasileira de Aeronautica,Aerospace & Defense,18.1,3.8422,3.6711,0,-0.9453,5.1381,3.8422
JKHY,"Jack Henry & Associates, Inc.",Information Technology Services,175.93,17.4634,0.675,1.7711,4.12,23.2736,17.4634
GGG,Graco Inc.,Specialty Industrial Machinery,78.01,7.6886,2.2695,0.7005,1.92,9.8802,7.6886
ACI,"Albertsons Companies, Inc.",Grocery Stores,28.39,5.8433,3.4319,0.1873,1.53,139.2972,5.8433
AAP,"Advance Auto Parts, Inc.",Specialty Retail,203.82,51.7833,12.1458,0.8196,7.17,147.0053,51.7833
FICO,Fair Isaac Corporation,Software Application,459.5,11.4138,5.4138,0,7.9,44.6552,11.4138
UHS,"Universal Health Services, Inc.",Medical Care Facilities,156.79,74.3176,14.4,0.204,11.03,135.9882,74.3176
API,"Agora, Inc. Sponsored ADR",Software Application,29.78,9.767,9.4542,0,-3.02,1.9872,9.767
NWS,News Corporation,Broadcasting,22.16,15.5017,3.7898,0.2763,0.56,15.861,15.5017
CVAC,CureVac N.V.,Biotechnology,72.25,6.5811,12.247,0,-1.11,0.4214,6.5811
PENN,"Penn National Gaming, Inc.",Resorts & Casinos,83.56,19.8209,13.9478,0,-5,26.709,19.8209
AAL,American Airlines Group Inc.,Airlines,20.22,-14.188,15.4401,0.0888,-18.36,35.8202,-14.188
LUMN,"Lumen Technologies, Inc.",Telecom Services,11.97,10.3448,0.3791,1.0278,-1.14,19.1956,10.3448
GLOB,Globant S.A.,Software Application,319.23,22.8482,7.7632,0,1.41,21.1382,22.8482
AMH,American Homes 4 Rent,Reit Residential,40.42,18.8567,0.8632,0.2327,0.28,3.8339,18.8567
AEG,Aegon NV,Insurance Diversified,4.95,13.1587,4.6469,0.035,-0.0859,13.8057,13.1587
ATUS,"Altice USA, Inc.",Telecom Services,28.21,-1.9191,0.4802,-0.0215,0.75,17.031,-1.9191
WIX,Wix.com Ltd.,Software Infrastructure,223.51,5.5489,19.0537,0,-3.03,18.1674,5.5489
TREX,"Trex Company, Inc.",Building Products & Equipment,110.87,5.0784,1.0502,0,1.51,7.6007,5.0784
ZLAB,Zai Lab Limited Unsponsored ADR,Biotechnology,137.26,15.0567,15.2809,0,-3.463,0.6306,15.0567
SC,Santander Consumer USA Holdings Inc.,Credit Services,41.7,17.735,7.4196,0.6708,2.87,26.6309,17.735
ATO,Atmos Energy Corporation,Utilities Regulated Gas,97.38,55.2114,0.1707,2.2963,4.89,22.935,55.2114
ALLE,Allegion PLC,Security & Protection Services,141.49,9.0109,5.2174,1.275,3.41,29.5652,9.0109
PNR,Pentair plc,Specialty Industrial Machinery,76.69,12.6108,0.491,0.7611,2.14,18.0719,12.6108
QGEN,QIAGEN N.V.,Diagnostics & Research,55.5,12.2719,3.136,0,1.53,8.2018,12.2719
CTXS,"Citrix Systems, Inc.",Software Application,101.77,0.9032,7.0726,1.3871,4,26.1048,0.9032
DAR,Darling Ingredients Inc.,Packaged Foods,77.51,18.124,0.5013,0,1.78,21.9877,18.124
GFL,GFL Environmental Inc.,Waste Management,34.91,12.3823,0.0589,0.0272,-2.1664,9.1488,12.3823
ATH,Athene Holding Ltd.,Insurance Diversified,65.58,85.5826,38.7248,0.211,6.53,67.7248,85.5826
CPB,Campbell Soup Company,Packaged Foods,41.4,8.4868,2.8444,1.4106,5.36,28.7781,8.4868
ASAN,"Asana, Inc.",Software Application,77.39,-0.0792,2.3921,0,-1.31,1.4058,-0.0792
ENIA,Enel Americas S.A.,Utilities Regulated Electric,6.82,6.7907,0.9903,0.6951,0.54,8.0124,6.7907
JLL,Jones Lang LaSalle Incorporated,Real Estate Services,244.92,106.1731,14.9038,0,7.7,320.7885,106.1731
GDDY,GoDaddy Inc.,Software Infrastructure,74.12,-0.0769,4.5266,0,-2.94,19.6095,-0.0769
PCOR,"Procore Technologies, Inc.",Software Application,95.08,16.3242,13.6189,0,-3.56,14.3497,16.3242
FND,"Floor & Decor Holdings, Inc.",Home Improvement Retail,118.98,9.6796,2.9903,0,1.84,23.5534,9.6796
CABO,"Cable One, Inc.",Telecom Services,2067.1201,249.1667,95.8333,9.429,51.27,220.8333,249.1667
WTRG,Essential Utilities Inc.,Utilities Regulated Water,48.71,18.736,0.02,0.9303,1.12,5.852,18.736
MOS,The Mosaic Company,Agricultural Inputs,32.65,25.2797,1.5356,0.2,1.75,22.9077,25.2797
ARES,Ares Management Corporation,Asset Management,75.11,8.8444,7.8667,3.3095,0.87,12.2815,8.8444
FFIV,"F5 Networks, Inc.",Software Infrastructure,205.57,36.5902,19.8361,0,5.01,38.541,36.5902
LII,"Lennox International, Inc.",Specialty Industrial Machinery,333.82,-0.4474,3.3947,3.1079,9.23,95.6316,-0.4474
FIVN,"Five9, Inc.",Software Infrastructure,183.24,4.3489,9.4148,0,-0.66,6.7791,4.3489
NLY,Annaly Capital Management Inc,Reit Mortgage,8.74,9.8996,0.8792,1.0429,-0.73,1.0488,9.8996
SNA,Snap-On Incorporated,Tools & Accessories,227.24,70.8333,17.0926,4.5056,11.44,73,70.8333
MTN,"Vail Resorts, Inc.",Resorts & Casinos,304.44,32.925,10.05,5.3183,2.42,49.1,32.925
AXON,"Axon Enterprise, Inc",Aerospace & Defense,187.01,15.7975,9.0965,0,-0.03,11.0227,15.7975
CLF,Cleveland-Cliffs Inc.,Steel,24.37,7.2718,0.2955,0.1082,-0.32,13.8047,7.2718
GH,"Guardant Health, Inc.",Diagnostics & Research,120.35,13.3123,18.4095,0,-2.6,2.9407,13.3123
TECK,Teck Resources Ltd,Other Industrial Metals & Mining,22.86,29.4554,0.6615,0.158,-1.2716,13.1527,29.4554
ACH,Aluminum Corporation of China Limited,Aluminum,16.94,16.0191,2.4093,0.0802,0.11,41.8631,16.0191
DBX,"Dropbox, Inc.",Software Infrastructure,31.15,0.8068,2.7077,0,-0.62,4.6232,0.8068
LPLA,LPL Financial Holdings Inc.,Capital Markets,150.89,16.6456,22.8354,1.0012,5.86,74.3291,16.6456
CHRW,"C.H. Robinson Worldwide, Inc.",Integrated Freight & Logistics,90.74,13.8235,1.7941,1.5438,3.72,119.1691,13.8235
CNA,CNA Financial Corporation,Insurance Property & Casualty,44.35,46.7169,1.5404,3.4926,2.53,39.7353,46.7169
FIVE,"Five Below, Inc.",Specialty Retail,214.66,15.75,7.3214,0,2.2,35.0357,15.75
FMC,FMC Corporation,Agricultural Inputs,93.07,22.7846,4.3769,1.7577,4.21,35.7077,22.7846
TTC,Toro Company (The),Tools & Accessories,110.9,10.3241,4.4444,0.9972,3.03,31.213,10.3241
IVZ,Invesco Ltd.,Asset Management,25.71,31.2217,4.063,0.777,1.13,13.4457,31.2217
DECK,Deckers Outdoor Corporation,Footwear & Accessories,423.35,51.5714,38.8929,0,13.47,90.9643,51.5714
TPR,"Tapestry, Inc.",Luxury Goods,42.63,11.7283,7.2245,0,-2.34,20.6776,11.7283
EBR.B,Eletrobras,Utilities Regulated Electric,7.55,8.3448,2.2494,0,0.7971,3.6547,8.3448
MPW,"Medical Properties Trust, Inc.",Reit Healthcare Facilities,20.08,13.8733,1.0397,1.0737,0.81,2.3611,13.8733
EBR,Centrais Eletricas Brasileiras SA,Utilities Regulated Electric,7.5,8.3448,2.2494,0,0.7971,3.6547,8.3448
BKI,"Black Knight Financial Services, Inc.",Software Infrastructure,75.33,17.2895,0.2303,0,1.73,8.1513,17.2895
DKS,"DICK'S Sporting Goods, Inc.",Specialty Retail,138.5,27.8571,19.7381,1.2786,5.72,114.0952,27.8571
IHG,Intercontinental Hotels Group,Lodging,63.73,-10.185,9.195,0,-1.5152,14.0025,-10.185
AFG,"American Financial Group, Inc.",Insurance Property & Casualty,136.78,76.2809,31.573,3.7528,8.21,87.5056,76.2809
CHGG,"Chegg, Inc.",Education & Training Services,81.21,4.8657,9.1332,0,-0.05,5.1396,4.8657
HST,"Host Hotels & Resorts, Inc.",Reit Hotel & Motel,16.42,8.9533,3.3074,0.4533,-1.04,2.2946,8.9533
AOS,A. O. Smith Corporation,Specialty Industrial Machinery,72.38,11.4074,4.2593,0.9796,2.12,17.8704,11.4074
WYNN,"Wynn Resorts, Limited",Resorts & Casinos,101.05,-3.2976,32.6198,1.0775,-19.37,19.6343,-3.2976
REG,Regency Centers Corporation,Reit Retail,68.03,35.4142,2.2367,1.7864,0.26,5.6805,35.4142
RHI,Robert Half International Inc.,Staffing & Employment Services,104.09,10.6637,5.0796,1.38,2.7,45.2124,10.6637
LAMR,Lamar Advertising Company,Reit Specialty,113.41,11.9109,1.2079,2.4981,2.41,15.5347,11.9109
VER,VEREIT Inc.,Reit Diversified,49.9,31.211,2.4633,2.3429,0.72,5.3257,31.211
FMS,Fresenius Medical Care AG & Co. KGaA,Medical Care Facilities,38.93,46.811,5.1882,2.7876,4.8595,74.5636,46.811
WLK,Westlake Chemical Corporation,Specialty Chemicals,88.53,47.2109,10.2578,1.0703,2.57,58.625,47.2109
GLPI,"Gaming and Leisure Properties, Inc.",Reit Specialty,48.54,12.2147,2.2212,1.0526,2.3,5.2648,12.2147
HUBB,Hubbell Inc,Electrical Equipment & Parts,208.2,38.3333,4.9815,3.7685,6.42,77.5185,38.3333
MORN,"Morningstar, Inc.",Financial Data & Stock Exchanges,261.42,29.5581,10.7907,1.1953,5.18,32.3256,29.5581
BEP,Brookfield Renewable Partners L.P.,Utilities Renewable,40.81,17.7194,2.3234,2.7964,-0.7064,14.3771,17.7194
PEGA,Pegasystems Inc.,Software Application,138,6.775,5.8125,0.1204,-0.76,12.725,6.775
BAH,Booz Allen Hamilton Holding Corporation,Consulting Services,81.68,7.7609,7.1812,1.3121,4.37,56.9493,7.7609
WB,Weibo Corporation,Internet Content & Information,48.68,12.3877,15.4714,0,1.38,7.4581,12.3877
UAA,"Under Armour, Inc.",Apparel Manufacturing,24.12,3.6916,3.3678,0,-1.21,9.8524,3.6916
CSL,Carlisle Companies Incorporated,Building Products & Equipment,213,46.1455,16.4,2.0436,5.8,77.2364,46.1455
NRG,"NRG Energy, Inc.",Utilities Independent Power Producers,45.07,6.8571,18.249,1.2041,2.07,36.6,6.8571
BLDR,"Builders FirstSource, Inc.",Building Products & Equipment,53.25,9.8876,3.636,0,2.69,73.3968,9.8876
TPL,Texas Pacific Land Corporation,Oil & Gas E&P,1415,62.5543,36.49,0,22.7,39.008,62.5543
MMP,"Magellan Midstream Partners, L.P.",Oil & Gas Midstream,49.21,10.1947,0.208,4.1023,3.62,10.4823,10.1947
BG,Bunge Limited,Farm Products,77.12,43.0426,5.156,2.156,7.49,293.7447,43.0426
TX,Ternium S.A.,Steel,55.86,37.1582,6.8929,0,3.96,45.398,37.1582
NTLA,"Intellia Therapeutics, Inc.",Biotechnology,160,9.4142,10.718,0,-2.4,1.0358,9.4142
HOOD,"Robinhood Markets, Inc.",Other,46.87,2.4983,7.4302,0,0,1.1278,2.4983
NWL,Newell Brands Inc.,Household & Personal Products,25.54,9.1368,2.408,0.9245,-1.82,22.1344,9.1368
SIM,"Grupo Simec, S.A. de C.V.",Steel,23.4,11.1223,2.3663,0.6041,0.4217,11.6971,11.1223
OTLY,Oatly Group AB Sponsored ADR,Beverages Non Alcoholic,18.3,0.7178,0.2319,0,-0.1,0.9275,0.7178
LEVI,Levi Strauss & Co.,Apparel Manufacturing,26.87,3.272,4.0151,0.1603,-0.32,11.2116,3.272
OZON,Ozon Holdings PLC Sponsored ADR,Internet Retail,52.79,6.497,8.497,0,-1.87,8.7394,6.497
RE,"Everest Re Group, Ltd.",Insurance Reinsurance,267.91,243.15,20.0413,6.2274,12.78,239.95,243.15
RPM,RPM International Inc.,Specialty Chemicals,83.49,13.6016,1.9297,1.5213,3.87,47.7031,13.6016
AGCO,AGCO Corporation,Farm & Heavy Construction Machinery,140.02,40.24,14.9213,0.64,5.65,122,40.24
CUBE,CubeSmart,Reit Industrial,52.79,9.4361,0.0309,1.3199,0.85,3.4978,9.4361
PLTK,Playtika Holding Corp.,Electronic Gaming & Multimedia,25.93,-3.2324,1.3611,0,0.24,6.1645,-3.2324
EWBC,"East West Bancorp, Inc.",Banks Diversified,74.5,37.1056,44.2796,0,3.97,10.8944,37.1056
HSIC,"Henry Schein, Inc.",Medical Distribution,75.23,27.8628,2.9453,0.0551,2.82,70.7622,27.8628
KL,Kirkland Lake Gold Ltd.,Gold,39.44,18.8325,3.1397,0.4294,3.0691,9.5936,18.8325
SCI,Service Corporation International,Personal Services,62.67,9.904,1.3333,0.7762,2.88,19.8418,9.904
MANH,"Manhattan Associates, Inc.",Software Application,165.65,3.4451,3.2218,0,1.36,9.2287,3.4451
TFII,TFI International Inc.,Trucking,113.07,20.1171,0.0441,0.7596,3.2575,44.7322,20.1171
TSP,TuSimple Holdings Inc.,Trucking,50,4.4005,5.3004,0,-0.94,0.0313,4.4005
BHC,Bausch Health Cos Inc.,Drug Manufacturers Specialty & Generic,28.95,1.507,5.1155,0,-1.58,22.6113,1.507
NTRA,"Natera, Inc.",Diagnostics & Research,117.97,6.0021,9.1032,0,-2.84,4.8266,6.0021
OC,Owens Corning Inc,Building Products & Equipment,98.6,35.789,6.6422,0.9541,-3.55,64.7248,35.789
BWA,BorgWarner Inc.,Auto Parts,43.49,30.1784,7.7465,0.8592,2.34,47.723,30.1784
TRGP,"Targa Resources, Inc.",Oil & Gas Midstream,45.15,12.7371,1.4138,1.656,-7.26,35.6595,12.7371
OSH,"Oak Street Health, Inc.",Medical Care Facilities,46.72,1.9019,1.9181,0,-0.98,4.0241,1.9019
AIZ,"Assurant, Inc.",Insurance Specialty,169.36,99.1833,37.1433,2.5767,6.7,168.0667,99.1833
RDY,Dr. Reddy's Laboratories Ltd,Drug Manufacturers Specialty & Generic,62.19,14.2447,2.8457,0.3434,1.4202,15.616,14.2447
TEVA,Teva Pharmaceutical Industries Ltd.,Drug Manufacturers Specialty & Generic,9.35,9.1449,1.9857,0,-3.8977,16.2754,9.1449
TAP,Molson Coors Beverage Company,Beverages Brewers,47.51,56.9816,3.5484,0.5774,-4.38,44.4885,56.9816
CMA,Comerica Incorporated,Banks Regional,75.63,57.9137,114.6691,2.6978,3.28,20.6259,57.9137
WAL,Western Alliance Bancorporation,Banks Regional,99.91,34.14,26.717,1.013,5.04,12.23,34.14
MIDD,The Middleby Corporation,Specialty Industrial Machinery,185.65,35.9455,4.8727,0,3.76,45.6909,35.9455
OPEN,Opendoor Technologies Inc.,Real Estate Services,17.33,14.6385,14.21,0,-2.62,23.6331,14.6385
DLB,Dolby Laboratories,Information Technology Services,100,24.0891,11.1584,0.877,2.25,11.505,24.0891
PFPT,"Proofpoint, Inc.",Software Infrastructure,175.94,7.7544,16.0351,0,-2.86,18.4211,7.7544
FSLR,"First Solar, Inc.",Solar,94.44,52.0849,16.5,0,3.73,25.5755,52.0849
GL,Globe Life Inc.,Insurance Life,96.95,82.7453,0.8948,0.7377,6.82,44.6981,82.7453
GPS,"The Gap, Inc.",Apparel Retail,26.51,6.9893,6.4225,0,-1.78,36.8984,6.9893
VRT,Vertiv Holdings Co.,Electrical Equipment & Parts,28.29,1.6678,1.7687,0.0107,-1.07,14.2378,1.6678
PEN,"Penumbra, Inc.",Medical Devices,271.81,17.9355,7.4044,0,-0.44,15.6685,17.9355
SID,National Steel Company,Steel,7.19,1.383,1.916,0,0.5295,4.1944,1.383
LEA,Lear Corporation,Auto Parts,164.5,76.915,21.7783,3.1767,2.62,284.0833,76.915
OLED,Universal Display Corporation,Semiconductor Equipment & Materials,209.42,19.3436,15.4664,0.6027,2.8,9.0864,19.3436
XPO,"XPO Logistics, Inc.",Integrated Freight & Logistics,88.44,29.4457,22.3261,0,0.77,176.6522,29.4457
JEF,Jefferies Financial Group Inc.,Financial Conglomerates,37.64,33.3182,58.021,0.5627,2.63,24.1189,33.3182
VIPS,Vipshop Holdings Limited,Internet Retail,14.43,6.6681,4.5701,0,1.34,23.1133,6.6681
GWRE,"Guidewire Software, Inc.",Software Application,118,19.9987,13.6744,0,-0.33,8.9591,19.9987
GXO,"GXO Logistics, Inc.",Other,85.63,25.2054,2.9286,0,-0.28,55.3125,25.2054
ZNGA,Zynga Inc.,Electronic Gaming & Multimedia,9,2.8928,1.5467,0,-0.42,1.942,2.8928
RS,Reliance Steel & Aluminum Co.,Steel,153.09,79.9219,10.6875,2.5641,5.66,137.6875,79.9219
DOX,Amdocs Limited,Software Infrastructure,77.1,27.2406,7.3985,1.2335,3.71,31.3383,27.2406
CF,"CF Industries Holdings, Inc.",Agricultural Inputs,45.23,13.5907,3.1767,1.2,1.47,19.1814,13.5907
CREE,"Cree, Inc.",Semiconductors,86.95,18.8391,10.2772,0,-1.78,4.6784,18.8391
ACM,AECOM,Engineering & Construction,66.82,20.7107,10.7421,0.3814,-1.17,83.2704,20.7107
NI,"NiSource, Inc",Utilities Regulated Gas,24.82,14.9675,0.3279,0.623,-0.19,12.1824,14.9675
GRFS,"Grifols, S.A.",Drug Manufacturers General,14.3,11.1979,0.9844,0.1887,1.03,8.8983,11.1979
G,Genpact Limited,Information Technology Services,51.96,9.6526,3.5789,0.3906,1.57,19.5,9.6526
WSO,"Watsco, Inc.",Industrial Distribution,278.1,42.4857,4.1714,7.5918,7.01,144.4286,42.4857
CACC,Credit Acceptance Corporation,Credit Services,579.13,128.9553,22.2298,0,23.57,93.4716,128.9553
SMAR,Smartsheet Inc.,Software Application,78.29,4.3669,3.6658,0,-0.95,3.195,4.3669
BSAC,Banco Santander Chile,Banks Regional,20.62,10.223,34.2776,0.9141,1.54,7.3334,10.223
UGI,UGI Corporation,Utilities Regulated Gas,46.47,19.7512,1.7081,1.3062,2.53,31.3349,19.7512
NCLH,Norwegian Cruise Line Holdings Ltd.,Travel Services,26.16,17.0745,12.9412,0,-15.75,5.0196,17.0745
SSL,Sasol Ltd.,Oil & Gas Integrated,15.28,0,0,0,0.0105,0,0
WSO.B,"Watsco, Inc.",Industrial Distribution,275.15,42.4857,4.1714,7.5918,7.01,144.4286,42.4857
STOR,STORE Capital Corporation,Reit Diversified,35.62,19.8626,0.6573,1.3986,0.84,2.7512,19.8626
BAK,Braskem S.A.,Chemicals,24.14,-0.5326,4.2303,0.0006,-1.6192,14.1599,-0.5326
Y,Alleghany Corporation,Insurance Property & Casualty,685.72,625.4286,56.5316,15.3581,7.04,635.5,625.4286
